order_item_id,order_id,product_id,quantity,unit_price,discount_amount
129,49,10,5,280.0,25
130,50,17,3,40.0,0
131,50,3,3,150.0,60
132,50,13,2,220.0,0
133,50,10,5,280.0,75
134,51,8,2,35.0,0
135,51,4,2,300.0,0
136,52,15,5,130.0,75
137,52,25,5,140.0,0
138,52,19,3,85.0,0
139,52,22,4,45.0,0
140,53,12,5,180.0,0
141,54,3,5,150.0,50
142,54,21,4,90.0,20
143,54,20,5,160.0,50
144,55,17,1,40.0,20
145,55,5,3,25.0,45
146,55,2,1,800.0,10
147,55,15,2,130.0,0
148,56,12,4,180.0,20
149,56,10,3,280.0,45
150,57,18,4,220.0,0
151,58,12,4,180.0,0
152,58,10,5,280.0,75
153,59,22,5,45.0,0
154,59,23,4,110.0,40
155,60,25,2,140.0,0
156,60,16,2,45.0,0
157,60,7,3,60.0,60
158,61,20,2,160.0,0
159,61,13,2,220.0,40
160,62,22,4,45.0,40
161,62,24,3,30.0,60
162,62,8,4,35.0,0
163,63,15,5,130.0,50
164,63,25,4,140.0,0
165,63,10,2,280.0,40
166,63,13,5,220.0,0
167,64,23,5,110.0,100
168,65,27,1,32.0,0
169,65,14,4,55.0,0
170,66,13,3,220.0,0
171,66,3,1,150.0,0
172,67,10,4,280.0,60
173,68,3,1,150.0,0
174,69,8,1,35.0,0
175,69,10,4,280.0,60
176,69,4,5,300.0,25
177,70,23,3,110.0,15
178,70,5,1,25.0,10
179,71,17,3,40.0,0
180,72,21,4,90.0,0
181,73,24,1,30.0,20
182,73,22,5,45.0,75
183,74,27,4,32.0,60
184,74,25,4,140.0,60
185,75,2,2,800.0,0
186,75,26,3,18.0,0
187,76,10,1,280.0,20
188,76,12,3,180.0,0
189,77,6,4,120.0,0
190,77,16,5,45.0,0
191,77,23,1,110.0,15
192,78,4,3,300.0,0
193,78,3,4,150.0,40
194,78,11,4,75.0,0
195,79,9,1,95.0,15
196,79,21,4,90.0,0
197,79,26,5,18.0,100
198,79,2,2,800.0,0
199,80,8,3,35.0,0
200,81,12,1,180.0,10
201,81,15,2,130.0,20
202,81,25,3,140.0,15
203,82,16,4,45.0,40
204,82,17,1,40.0,0
205,83,7,4,60.0,0
206,83,4,4,300.0,0
207,83,5,3,25.0,45
208,83,3,3,150.0,45
209,84,26,5,18.0,0
210,84,12,1,180.0,0
211,85,15,2,130.0,20
212,85,26,1,18.0,0
213,85,18,3,220.0,15
214,86,11,1,75.0,5
215,86,21,4,90.0,60
216,87,27,1,32.0,10
217,88,12,3,180.0,60
218,88,17,1,40.0,0
219,89,17,2,40.0,20
220,90,3,1,150.0,15
221,91,16,5,45.0,0
222,92,23,1,110.0,0
223,93,11,3,75.0,45
224,93,23,3,110.0,15
225,94,4,2,300.0,0
226,94,9,1,95.0,0
227,94,15,4,130.0,80
228,94,8,5,35.0,25
229,95,16,4,45.0,20
230,95,17,3,40.0,15
231,96,2,5,800.0,100
232,96,10,4,280.0,0
233,96,16,5,45.0,0
234,97,12,5,180.0,0
235,97,2,3,800.0,30
236,97,13,3,220.0,0
237,97,19,4,85.0,40
238,98,5,1,25.0,5
239,99,17,3,40.0,60
240,99,2,4,800.0,40
241,99,5,4,25.0,0
242,99,23,5,110.0,50
243,100,19,5,85.0,50
244,100,11,4,75.0,60
245,100,17,5,40.0,0
246,101,19,1,85.0,10
247,101,10,4,280.0,0
248,101,26,5,18.0,50
249,101,24,2,30.0,30
250,102,5,1,25.0,10
251,102,27,1,32.0,0
252,102,22,1,45.0,5
253,102,8,3,35.0,15
254,103,24,5,30.0,0
255,103,2,5,800.0,0
256,103,23,4,110.0,40
257,103,5,4,25.0,0
258,104,20,2,160.0,0
259,104,16,5,45.0,0
260,104,7,2,60.0,0
261,105,18,3,220.0,0
262,105,26,1,18.0,10
263,105,24,5,30.0,25
264,106,12,4,180.0,60
265,107,18,2,220.0,0
266,107,23,5,110.0,75
267,107,9,5,95.0,0
268,108,4,4,300.0,0
269,109,14,4,55.0,20
270,109,21,2,90.0,40
271,110,18,1,220.0,0
272,110,24,4,30.0,80
273,111,2,5,800.0,50
274,111,1,1,1200.0,0
275,111,10,3,280.0,15
276,112,6,3,120.0,45
277,112,24,2,30.0,0
278,112,15,3,130.0,60
279,113,27,1,32.0,5
280,113,14,1,55.0,0
281,113,17,2,40.0,10
282,113,11,3,75.0,0
283,114,11,5,75.0,0
284,114,10,3,280.0,45
285,114,19,3,85.0,45
286,115,13,5,220.0,75
287,115,22,3,45.0,45
288,116,5,2,25.0,10
289,116,16,5,45.0,0
290,117,25,5,140.0,100
291,117,8,1,35.0,10
292,118,2,5,800.0,50
293,119,4,5,300.0,25
294,119,22,1,45.0,10
295,119,7,4,60.0,80
296,119,23,1,110.0,5
297,120,22,1,45.0,5
298,120,26,3,18.0,60
299,120,10,1,280.0,15
300,120,24,2,30.0,20
301,121,3,4,150.0,0
302,122,12,5,180.0,0
303,122,13,3,220.0,0
304,122,15,2,130.0,20
305,122,3,4,150.0,40
306,123,18,2,220.0,10
307,123,13,3,220.0,0
308,123,27,3,32.0,0
309,123,8,1,35.0,0
310,124,20,1,160.0,5
311,125,13,4,220.0,0
312,126,19,3,85.0,0
313,126,20,3,160.0,0
314,126,25,5,140.0,0
315,127,18,4,220.0,80
316,127,16,5,45.0,0
317,127,2,4,800.0,20
318,127,12,2,180.0,0
319,128,23,4,110.0,0
320,128,5,5,25.0,25
321,128,26,4,18.0,40
322,129,21,3,90.0,0
323,129,3,5,150.0,75
324,129,15,2,130.0,0
325,130,16,3,45.0,0
326,130,7,1,60.0,0
327,131,13,5,220.0,0
328,131,8,3,35.0,15
329,132,17,1,40.0,20
330,132,16,4,45.0,80
331,132,15,3,130.0,0
332,133,1,5,1200.0,50
333,133,9,5,95.0,75
334,134,19,5,85.0,75
335,134,27,3,32.0,0
336,134,8,4,35.0,60
337,134,16,4,45.0,20
338,135,6,5,120.0,0
339,135,18,1,220.0,20
340,135,21,1,90.0,20
341,135,2,1,800.0,5
342,136,12,5,180.0,25
343,136,2,4,800.0,0
344,136,20,1,160.0,10
345,136,21,5,90.0,25
346,137,17,4,40.0,80
347,138,27,4,32.0,0
348,138,12,3,180.0,15
349,138,9,4,95.0,40
350,139,3,4,150.0,20
351,140,3,4,150.0,60
352,140,16,3,45.0,30
353,141,9,3,95.0,30
354,141,2,5,800.0,75
355,141,3,1,150.0,0
356,141,22,3,45.0,0
357,142,19,5,85.0,100
358,142,8,4,35.0,60
359,143,17,3,40.0,0
360,144,25,3,140.0,60
361,144,11,4,75.0,20
362,144,1,2,1200.0,0
363,144,21,5,90.0,25
364,145,26,1,18.0,0
365,145,8,3,35.0,0
366,145,23,4,110.0,60
367,146,1,3,1200.0,15
368,147,14,5,55.0,50
369,147,15,5,130.0,25
370,148,13,4,220.0,20
371,148,1,1,1200.0,15
372,148,10,5,280.0,0
373,149,10,2,280.0,0
374,149,9,2,95.0,10
375,149,16,3,45.0,15
376,150,20,2,160.0,0
377,150,7,1,60.0,5
378,150,15,3,130.0,60
379,150,4,5,300.0,25
380,151,10,5,280.0,75
381,151,11,2,75.0,10
382,152,19,4,85.0,0
383,152,26,4,18.0,0
384,152,8,1,35.0,10
385,152,11,2,75.0,20
386,153,26,1,18.0,20
387,153,10,4,280.0,60
388,153,27,4,32.0,0
389,153,23,3,110.0,0
390,154,20,5,160.0,50
391,154,16,4,45.0,40
392,154,19,1,85.0,20
393,154,13,3,220.0,45
394,155,22,2,45.0,30
395,155,12,5,180.0,0
396,156,1,1,1200.0,0
397,157,15,5,130.0,0
398,157,25,3,140.0,0
399,157,22,4,45.0,0
400,157,19,3,85.0,15
401,158,15,5,130.0,25
402,158,26,3,18.0,15
403,158,7,1,60.0,5
404,159,1,3,1200.0,45
405,160,18,2,220.0,40
406,160,14,4,55.0,60
407,160,15,2,130.0,0
408,161,13,2,220.0,0
409,161,1,1,1200.0,10
410,161,23,1,110.0,20
411,161,7,5,60.0,0
412,162,17,4,40.0,40
413,162,21,4,90.0,40
414,162,11,1,75.0,0
415,162,20,3,160.0,60
416,163,22,2,45.0,0
417,164,17,4,40.0,40
418,164,13,2,220.0,20
419,165,18,4,220.0,0
420,165,6,2,120.0,0
421,166,5,5,25.0,50
422,166,7,4,60.0,20
423,166,27,4,32.0,20
424,166,13,4,220.0,20
425,167,9,2,95.0,20
426,168,19,1,85.0,0
427,169,14,2,55.0,0
428,169,4,1,300.0,5
429,170,7,5,60.0,75
430,170,26,3,18.0,60
431,171,27,1,32.0,10
432,171,7,3,60.0,30
433,172,10,5,280.0,75
434,172,19,1,85.0,0
435,172,9,4,95.0,0
436,173,27,4,32.0,20
437,173,8,2,35.0,20
438,173,25,3,140.0,45
439,174,23,4,110.0,0
440,174,12,5,180.0,0
441,174,15,1,130.0,15
442,175,7,3,60.0,0
443,175,14,3,55.0,0
444,175,27,5,32.0,50
445,175,16,2,45.0,20
446,176,1,4,1200.0,0
447,176,4,4,300.0,0
448,176,6,2,120.0,30
449,176,15,3,130.0,0
450,177,22,1,45.0,5
451,177,21,3,90.0,45
452,177,6,2,120.0,10
453,178,5,5,25.0,0
454,179,27,2,32.0,10
455,179,4,1,300.0,0
456,179,14,4,55.0,0
457,180,25,2,140.0,0
458,180,27,5,32.0,50
459,180,5,1,25.0,10
460,180,21,2,90.0,10
461,181,7,1,60.0,10
462,181,3,4,150.0,0
463,181,4,4,300.0,0
464,181,5,2,25.0,0
465,182,25,3,140.0,0
466,182,23,5,110.0,50
467,182,1,5,1200.0,0
468,183,4,5,300.0,0
469,183,8,5,35.0,0
470,183,16,3,45.0,0
471,183,21,2,90.0,10
472,184,1,5,1200.0,0
473,185,21,4,90.0,20
474,185,23,4,110.0,0
475,185,17,5,40.0,50
476,186,26,5,18.0,0
477,186,5,4,25.0,40
478,187,3,1,150.0,5
479,187,14,5,55.0,50
480,188,23,2,110.0,10
481,188,1,3,1200.0,30
482,189,24,1,30.0,0
483,189,4,4,300.0,0
484,189,25,5,140.0,0
485,190,2,2,800.0,0
486,190,16,2,45.0,0
487,190,19,1,85.0,10
488,191,2,3,800.0,15
489,191,16,2,45.0,0
490,192,14,3,55.0,0
491,192,24,1,30.0,10
492,193,13,1,220.0,5
493,194,1,5,1200.0,100
494,194,12,3,180.0,45
495,194,7,5,60.0,0
496,194,10,4,280.0,0
497,195,1,1,1200.0,0
498,195,8,1,35.0,20
499,195,18,4,220.0,80
500,195,12,3,180.0,0
501,196,23,1,110.0,0
502,196,9,2,95.0,40
503,197,19,1,85.0,10
504,198,8,3,35.0,60
505,198,10,3,280.0,60
506,199,8,2,35.0,40
507,199,3,5,150.0,0
508,199,7,2,60.0,0
509,200,25,3,140.0,15
510,200,7,3,60.0,60
511,200,15,1,130.0,0
512,201,3,2,150.0,0
513,201,23,4,110.0,40
514,202,15,1,130.0,5
515,202,18,1,220.0,20
516,202,24,2,30.0,0
517,202,8,1,35.0,0
518,203,19,5,85.0,0
519,204,3,3,150.0,0
520,204,27,1,32.0,5
521,205,13,4,220.0,0
522,206,2,5,800.0,50
523,206,20,2,160.0,30
524,207,13,2,220.0,30
525,207,5,5,25.0,0
526,207,14,5,55.0,100
527,208,12,4,180.0,0
528,208,19,2,85.0,0
529,208,17,3,40.0,30
530,208,11,2,75.0,0
531,209,4,2,300.0,0
532,209,8,5,35.0,100
533,210,8,3,35.0,60
534,210,19,3,85.0,30
535,211,19,4,85.0,40
536,211,7,3,60.0,0
537,212,1,4,1200.0,0
538,212,17,3,40.0,30
539,213,5,5,25.0,75
540,214,19,3,85.0,0
541,214,4,2,300.0,30
542,214,11,4,75.0,80
543,214,10,4,280.0,60
544,215,13,3,220.0,0
545,215,10,2,280.0,30
546,216,20,5,160.0,0
547,216,11,5,75.0,0
548,217,6,3,120.0,15
549,217,21,1,90.0,0
550,217,3,2,150.0,0
551,218,15,4,130.0,20
552,218,24,4,30.0,0
553,218,14,5,55.0,25
554,218,6,1,120.0,20
555,219,26,1,18.0,0
556,220,13,1,220.0,10
557,220,6,1,120.0,0
558,221,20,2,160.0,0
559,221,14,1,55.0,0
560,222,8,4,35.0,40
561,222,4,5,300.0,100
562,222,2,4,800.0,0
563,223,7,3,60.0,0
564,223,4,4,300.0,80
565,223,1,1,1200.0,0
566,223,6,4,120.0,20
567,224,6,1,120.0,0
568,224,12,4,180.0,20
569,224,13,3,220.0,0
570,224,15,3,130.0,30
571,225,26,5,18.0,0
572,225,18,5,220.0,0
573,225,14,4,55.0,80
574,226,10,1,280.0,10
575,226,3,5,150.0,50
576,226,13,5,220.0,75
577,226,23,5,110.0,0
578,227,5,4,25.0,0
579,227,2,4,800.0,0
580,228,18,5,220.0,25
581,228,13,1,220.0,20
582,228,11,5,75.0,50
583,228,9,5,95.0,100
584,229,4,5,300.0,100
585,230,21,4,90.0,0
586,230,16,2,45.0,0
587,230,19,4,85.0,0
588,230,20,5,160.0,50
589,231,24,4,30.0,0
590,232,23,2,110.0,0
591,232,22,4,45.0,80
592,232,4,3,300.0,0
593,232,8,4,35.0,40
594,233,25,1,140.0,10
595,233,17,2,40.0,0
596,233,12,3,180.0,45
597,233,27,5,32.0,25
598,234,8,1,35.0,5
599,235,17,1,40.0,0
600,235,13,3,220.0,15
601,235,21,5,90.0,25
602,235,4,2,300.0,40
603,236,24,1,30.0,0
604,236,27,1,32.0,5
605,236,23,1,110.0,0
606,237,9,4,95.0,40
607,237,21,1,90.0,20
608,238,9,3,95.0,45
609,238,20,3,160.0,15
610,239,22,5,45.0,25
611,239,17,5,40.0,0
612,239,27,1,32.0,10
613,240,16,1,45.0,0
614,241,7,2,60.0,0
615,241,5,5,25.0,25
616,241,17,3,40.0,45
617,242,13,5,220.0,100
618,242,24,2,30.0,0
619,242,2,2,800.0,30
620,242,19,5,85.0,75
621,243,10,4,280.0,0
622,243,4,3,300.0,45
623,244,12,3,180.0,15
624,244,8,3,35.0,0
625,245,21,5,90.0,50
626,246,17,2,40.0,0
627,246,10,2,280.0,0
628,246,14,4,55.0,40
629,246,2,4,800.0,0
630,247,11,1,75.0,0
631,247,21,4,90.0,0
632,248,5,5,25.0,25
633,249,18,2,220.0,30
634,250,21,2,90.0,0
635,251,6,1,120.0,0
636,251,3,3,150.0,15
637,251,27,5,32.0,50
638,252,25,4,140.0,0
639,252,7,2,60.0,0
640,252,6,2,120.0,0
641,253,13,3,220.0,60
642,254,2,1,800.0,5
643,255,7,1,60.0,0
644,255,23,4,110.0,60
645,256,14,1,55.0,10
646,256,27,5,32.0,0
647,257,25,5,140.0,0
648,257,9,3,95.0,45
649,258,23,3,110.0,0
650,258,16,1,45.0,0
651,259,24,1,30.0,0
652,260,27,2,32.0,40
653,261,4,1,300.0,0
654,262,12,3,180.0,0
655,263,26,1,18.0,0
656,263,14,1,55.0,20
657,263,21,2,90.0,0
658,263,6,4,120.0,40
659,264,25,2,140.0,10
660,264,12,4,180.0,0
661,264,20,4,160.0,20
662,264,1,1,1200.0,0
663,265,22,5,45.0,50
664,265,11,5,75.0,0
665,266,5,1,25.0,0
666,266,27,2,32.0,20
667,266,18,4,220.0,80
668,266,20,4,160.0,80
669,267,2,5,800.0,75
670,267,17,4,40.0,20
671,267,8,2,35.0,0
672,268,11,1,75.0,0
673,268,4,4,300.0,20
674,268,16,1,45.0,10
675,268,24,5,30.0,0
676,269,21,4,90.0,0
677,269,22,3,45.0,60
678,270,23,1,110.0,0
679,270,22,2,45.0,0
680,270,12,3,180.0,0
681,270,15,3,130.0,30
682,271,5,4,25.0,0
683,271,27,3,32.0,30
684,271,23,2,110.0,0
685,271,24,1,30.0,20
686,272,2,5,800.0,0
687,272,21,4,90.0,20
688,272,27,5,32.0,50
689,272,22,2,45.0,10
690,273,17,5,40.0,0
691,273,25,2,140.0,0
692,273,6,4,120.0,60
693,273,23,5,110.0,50
694,274,9,3,95.0,0
695,274,13,4,220.0,80
696,275,23,2,110.0,0
697,275,24,2,30.0,20
698,275,18,3,220.0,45
699,276,23,3,110.0,30
700,276,4,4,300.0,40
701,276,25,5,140.0,75
702,277,1,4,1200.0,0
703,278,10,3,280.0,0
704,278,22,1,45.0,15
705,279,20,5,160.0,100
706,280,23,4,110.0,20
707,280,22,4,45.0,80
708,280,2,3,800.0,30
709,281,27,3,32.0,60
710,281,8,5,35.0,50
711,281,21,5,90.0,0
712,281,23,2,110.0,0
713,282,13,1,220.0,5
714,283,1,2,1200.0,0
715,283,11,2,75.0,0
716,283,15,5,130.0,0
717,284,3,3,150.0,30
718,284,26,2,18.0,0
719,284,23,5,110.0,0
720,285,7,3,60.0,0
721,285,22,3,45.0,0
722,286,4,3,300.0,15
723,287,13,4,220.0,0
724,287,26,5,18.0,75
725,287,4,3,300.0,0
726,288,21,5,90.0,0
727,288,7,1,60.0,0
728,288,11,5,75.0,50
729,289,22,1,45.0,0
730,289,14,5,55.0,100
731,290,2,3,800.0,30
732,290,3,1,150.0,10
733,290,6,2,120.0,0
734,291,13,1,220.0,10
735,292,12,5,180.0,0
736,293,13,4,220.0,0
737,293,27,5,32.0,0
738,293,22,2,45.0,30
739,293,1,4,1200.0,80
740,294,1,1,1200.0,0
741,294,18,1,220.0,10
742,294,5,5,25.0,25
743,295,7,5,60.0,0
744,295,14,2,55.0,0
745,295,21,2,90.0,20
746,296,10,1,280.0,0
747,297,22,2,45.0,0
748,297,21,3,90.0,30
749,298,23,5,110.0,50
750,298,19,3,85.0,60
751,298,5,3,25.0,15
752,299,9,3,95.0,15
753,299,27,4,32.0,20
754,299,12,3,180.0,60
755,299,5,3,25.0,15
756,300,9,1,95.0,15
757,300,24,1,30.0,0
758,301,18,3,220.0,30
759,302,25,3,140.0,0
760,302,19,4,85.0,40
761,303,26,2,18.0,40
762,303,20,5,160.0,0
763,304,8,4,35.0,0
764,305,17,3,40.0,15
765,305,26,4,18.0,20
